"","date","Team","Opponent","Player","#","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG","npxG","xAG","SCA","GCA","Cmp","Att","Cmp%","PrgP","Carries","PrgC","Att","Succ"
"273","August-11-2023","Netherlands","Spain","Kerstin Casparij","18","CB","22-357","16","0","0","0","0","0","0","0","0","7","0","0","2","0.0","0.0","0.0","0","0","1","5","20.0","0","2","0","0","0"
"274","August-11-2023","Netherlands","Spain","Sherida Spitse","8","CB","33-074","84","0","0","0","0","0","0","0","0","44","3","2","1","0.0","0.0","0.0","0","0","19","32","59.4","1","27","0","0","0"
"275","August-11-2023","Netherlands","Spain","Katja Snoeijs","9","FW","26-345","36","0","0","0","0","0","0","0","0","24","2","0","0","0.0","0.0","0.0","2","0","13","20","65.0","2","15","0","3","2"
"276","August-11-2023","Netherlands","Spain","Daphne van Domselaar","1","GK","23-158","120","0","0","0","0","0","0","0","0","51","0","0","0","0.0","0.0","0.0","0","0","27","46","58.7","0","21","0","0","0"
"277","July-23-2023","Sweden","South Africa","Stina Blackstenius","11","FW","27-168","66","0","0","0","0","1","0","0","0","15","0","0","0","0.1","0.1","0.0","0","0","6","10","60.0","0","13","2","0","0"
"278","July-23-2023","Sweden","South Africa","Rebecka Blomqvist","15","FW","25-364","24","0","0","0","0","0","0","0","0","6","0","0","0","0.0","0.0","0.1","0","0","3","3","100.0","0","5","0","0","0"
"279","July-23-2023","Sweden","South Africa","Fridolina Rolfö","18","AM","29-241","66","1","0","0","0","1","1","0","0","34","0","1","1","0.5","0.5","0.0","0","0","22","28","78.6","5","21","0","0","0"
"280","July-23-2023","Sweden","South Africa","Olivia Schough","22","AM","32-134","24","0","0","0","0","0","0","0","0","18","1","0","0","0.0","0.0","0.0","0","0","5","16","31.3","1","11","0","0","0"
"281","July-23-2023","Sweden","South Africa","Kosovare Asllani","9","AM","33-359","90","0","1","0","0","0","0","0","0","58","1","0","1","0.0","0.0","0.4","7","1","25","41","61.0","2","30","0","4","1"
"282","July-23-2023","Sweden","South Africa","Elin Rubensson","23","CM","30-073","80","0","0","0","0","1","0","0","0","51","3","1","0","0.0","0.0","0.0","1","0","33","43","76.7","3","23","1","1","1"
"283","July-23-2023","Sweden","South Africa","Caroline Seger","17","CM","38-126","10","0","0","0","0","1","1","0","0","15","0","0","1","0.1","0.1","0.0","0","0","8","12","66.7","1","10","3","1","0"
"284","July-23-2023","Sweden","South Africa","Filippa Angeldahl","16","CM","26-009","66","0","0","0","0","4","1","0","0","69","1","1","3","0.2","0.2","0.0","2","0","38","55","69.1","13","41","3","3","3"
"285","July-23-2023","Sweden","South Africa","Hanna Bennison","20","CM","20-280","24","0","0","0","0","0","0","0","0","15","0","0","0","0.0","0.0","0.0","0","0","7","13","53.8","2","13","2","0","0"
"286","July-23-2023","Sweden","South Africa","Jonna Andersson","2","WB","30-202","90","0","0","0","0","1","0","0","0","76","0","0","0","0.1","0.1","1.0","7","0","49","69","71.0","4","23","0","0","0"
"287","July-23-2023","Sweden","South Africa","Johanna Rytting Kaneryd","19","WB","26-161","87","0","1","0","0","0","0","0","0","65","1","0","1","0.0","0.0","0.7","4","1","41","56","73.2","6","40","6","9","4"
"288","July-23-2023","Sweden","South Africa","Lina Hurtig","8","WB","27-321","3","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","1","0","3","3","100.0","1","1","0","0","0"
"289","July-23-2023","Sweden","South Africa","Magdalena Eriksson","6","CB","29-318","90","0","0","0","0","1","0","0","0","79","0","1","0","0.1","0.1","0.0","2","0","60","74","81.1","15","53","2","0","0"
"290","July-23-2023","Sweden","South Africa","Amanda Ilestedt","13","CB","30-187","90","1","0","0","0","5","3","0","0","77","1","0","0","1.2","1.2","0.0","1","0","64","69","92.8","4","61","0","0","0"
"291","July-23-2023","Sweden","South Africa","Nathalie Björn","14","CB","26-080","90","0","0","0","0","0","0","0","0","106","0","0","0","0.0","0.0","0.0","2","1","89","100","89.0","16","56","2","0","0"
"292","July-23-2023","Sweden","South Africa","Zećira Mušović","1","GK","27-058","90","0","0","0","0","0","0","0","0","24","0","0","0","0.0","0.0","0.0","0","0","18","23","78.3","0","11","0","0","0"
"293","July-23-2023","South Africa","Sweden","Thembi Kgatlana","11","FW","27-082","90","0","0","0","0","4","1","0","0","23","1","0","0","0.2","0.2","0.0","4","1","7","11","63.6","0","15","3","2","1"
"294","July-23-2023","South Africa","Sweden","Linda Motlhalo","10","FW","25-022","66","0","0","0","0","0","0","0","0","23","0","0","1","0.0","0.0","0.0","1","0","12","18","66.7","0","12","1","0","0"
"295","July-23-2023","South Africa","Sweden","Nomi Kgoale","22","CM","27-245","24","0","0","0","0","1","0","0","0","22","0","0","2","0.0","0.0","0.0","1","0","7","13","53.8","0","5","0","0","0"
"296","July-23-2023","South Africa","Sweden","Hildah Magaia","8","RM,LM","28-219","55","1","0","0","0","1","1","0","0","23","1","2","1","0.9","0.9","0.0","1","0","10","13","76.9","0","11","0","3","1"
"297","July-23-2023","South Africa","Sweden","Gabriela Salgado","9","RM,LM","25-153","35","0","0","0","0","0","0","0","0","18","0","2","1","0.0","0.0","0.0","0","0","6","11","54.5","0","9","0","1","0"
"298","July-23-2023","South Africa","Sweden","Kholosa Biyana","19","CM,DM","28-320","90","0","0","0","0","1","0","1","0","35","2","1","0","0.1","0.1","0.0","0","0","14","29","48.3","6","16","0","0","0"
"299","July-23-2023","South Africa","Sweden","Refiloe Jane","15","CM","30-353","90","0","0","0","0","1","0","1","0","42","1","2","1","0.1","0.1","0.2","2","0","21","34","61.8","6","16","1","0","0"
"300","July-23-2023","South Africa","Sweden","Jermaine Seoposenwe","12","LM,RM","29-284","90","0","0","0","0","1","1","0","0","41","2","2","1","0.1","0.1","0.0","1","0","11","24","45.8","1","16","1","3","1"
"301","July-23-2023","South Africa","Sweden","Sibulele Holweni","18","LB","22-086","90","0","0","0","0","0","0","0","0","40","4","4","1","0.0","0.0","0.0","1","0","16","26","61.5","2","8","0","0","0"
"302","July-23-2023","South Africa","Sweden","Bongeka Gamede","3","CB","24-062","90","0","0","0","0","0","0","0","0","34","4","1","2","0.0","0.0","0.0","2","0","7","18","38.9","1","11","0","0","0"
"303","July-23-2023","South Africa","Sweden","Bambanani Mbane","13","CB","33-133","90","0","0","0","0","1","1","0","0","31","2","2","0","0.0","0.0","0.0","0","0","7","20","35.0","1","6","0","0","0"
"304","July-23-2023","South Africa","Sweden","Lebohang Ramalepe","2","RB","31-232","90","0","0","0","0","0","0","0","0","42","1","4","0","0.0","0.0","0.0","0","0","20","35","57.1","1","19","1","1","0"
"305","July-23-2023","South Africa","Sweden","Kaylin Swart","1","GK","28-296","90","0","0","0","0","0","0","0","0","38","0","0","0","0.0","0.0","0.0","1","0","13","35","37.1","0","15","0","0","0"
"306","July-29-2023","Sweden","Italy","Stina Blackstenius","11","FW","27-174","88","1","0","0","0","2","1","0","0","22","0","0","0","0.7","0.7","0.1","2","0","10","12","83.3","1","15","1","7","2"
"307","July-29-2023","Sweden","Italy","Rebecka Blomqvist","15","FW","26-005","2","1","0","0","0","1","1","0","0","4","0","0","0","0.5","0.5","0.0","1","1","3","3","100.0","0","4","1","1","1"
"308","July-29-2023","Sweden","Italy","Fridolina Rolfö","18","LW","29-247","61","1","0","0","0","5","1","0","0","47","1","0","3","0.7","0.7","0.0","5","1","29","33","87.9","5","29","1","4","3"
"309","July-29-2023","Sweden","Italy","Olivia Schough","22","LW","32-140","29","0","0","0","0","1","0","0","0","13","0","1","1","0.1","0.1","0.0","1","0","5","9","55.6","1","4","0","1","0"
"310","July-29-2023","Sweden","Italy","Johanna Rytting Kaneryd","19","RW","26-167","74","0","0","0","0","0","0","0","0","41","3","1","1","0.0","0.0","0.1","1","0","14","22","63.6","1","18","1","6","1"
"311","July-29-2023","Sweden","Italy","Sofia Jakobsson","10","RW","33-097","16","0","1","0","0","1","1","0","0","12","0","0","1","0.1","0.1","0.5","1","1","5","8","62.5","2","7","3","1","0"
"312","July-29-2023","Sweden","Italy","Kosovare Asllani","9","AM","34-000","61","0","0","0","0","0","0","0","0","35","0","0","2","0.0","0.0","0.0","2","0","16","25","64.0","4","26","1","3","1"
"313","July-29-2023","Sweden","Italy","Madelen Janogy","7","AM","27-259","29","0","0","0","0","0","0","0","0","12","2","0","0","0.0","0.0","0.0","0","0","6","10","60.0","0","11","0","1","1"
"314","July-29-2023","Sweden","Italy","Elin Rubensson","23","DM","30-079","74","0","0","0","0","3","1","0","0","45","2","4","4","0.1","0.1","0.0","1","0","26","31","83.9","1","22","0","1","1"
"315","July-29-2023","Sweden","Italy","Caroline Seger","17","DM","38-132","16","0","0","0","0","0","0","0","0","13","0","0","1","0.0","0.0","0.0","0","0","11","12","91.7","0","7","0","0","0"
"316","July-29-2023","Sweden","Italy","Filippa Angeldahl","16","DM","26-015","90","0","0","0","0","2","0","0","0","75","4","2","2","0.0","0.0","0.1","4","0","47","60","78.3","11","41","1","3","3"
"317","July-29-2023","Sweden","Italy","Jonna Andersson","2","LB","30-208","90","0","2","0","0","1","0","0","0","52","1","1","1","0.0","0.0","1.1","5","2","29","44","65.9","1","24","0","1","1"
"318","July-29-2023","Sweden","Italy","Magdalena Eriksson","6","CB","29-324","90","0","0","0","0","0","0","0","0","41","0","2","1","0.0","0.0","0.0","1","0","26","31","83.9","0","25","0","0","0"
"319","July-29-2023","Sweden","Italy","Amanda Ilestedt","13","CB","30-193","90","2","0","0","0","3","2","0","0","50","1","1","1","1.0","1.0","0.2","3","1","30","38","78.9","2","27","0","0","0"
"320","July-29-2023","Sweden","Italy","Nathalie Björn","14","RB","26-086","90","0","0","0","0","2","0","0","0","106","1","1","2","0.2","0.2","0.0","5","1","65","93","69.9","7","50","3","1","0"
"321","July-29-2023","Sweden","Italy","Zećira Mušović","1","GK","27-064","90","0","0","0","0","0","0","0","0","21","0","0","0","0.0","0.0","0.0","0","0","12","19","63.2","0","9","0","0","0"
"322","July-29-2023","Italy","Sweden","Chiara Beccari","14","FW","18-305","74","0","0","0","0","1","0","0","0","33","0","1","0","0.1","0.1","0.0","2","0","16","22","72.7","1","18","0","0","0"
"323","July-29-2023","Italy","Sweden","Valentina Giacinti","9","FW","29-208","16","0","0","0","0","1","0","0","0","6","0","0","0","0.1","0.1","0.0","0","0","2","3","66.7","0","3","0","0","0"
"324","July-29-2023","Italy","Sweden","Barbara Bonansea","8","LW","32-046","58","0","0","0","0","0","0","0","0","29","1","0","3","0.0","0.0","0.0","2","0","5","16","31.3","1","10","0","0","0"
"325","July-29-2023","Italy","Sweden","Annamaria Serturini","15","RW,LW","25-077","32","0","0","0","0","0","0","0","0","20","1","0","2","0.0","0.0","0.0","3","0","9","16","56.3","1","10","0","0","0"
"326","July-29-2023","Italy","Sweden","Sofia Cantore","7","RW,LW","23-302","90","0","0","0","0","4","2","0","0","39","1","0","3","0.1","0.1","0.1","4","0","24","29","82.8","1","22","4","2","2"
"327","July-29-2023","Italy","Sweden","Giulia Dragoni","16","AM","16-264","58","0","0","0","0","0","0","0","0","42","2","0","4","0.0","0.0","0.0","1","0","24","31","77.4","1","21","0","4","3"
"328","July-29-2023","Italy","Sweden","Giada Greggi","20","AM","23-161","32","0","0","0","0","1","0","0","0","21","1","0","2","0.0","0.0","0.0","2","0","13","15","86.7","2","8","1","2","1"
"329","July-29-2023","Italy","Sweden","Arianna Caruso","18","DM","23-265","70","0","0","0","0","2","0","0","0","40","3","1","4","0.1","0.1","0.0","3","0","17","25","68.0","1","11","0","1","0"
"330","July-29-2023","Italy","Sweden","Valentina Cernoia","21","DM","32-037","20","0","0","0","0","0","0","0","0","20","3","0","0","0.0","0.0","0.1","1","0","15","16","93.8","1","9","0","0","0"
"331","July-29-2023","Italy","Sweden","Manuela Giugliano","6","DM","25-345","90","0","0","0","0","1","0","0","0","63","5","1","1","0.0","0.0","0.1","3","0","37","54","68.5","4","32","1","1","0"
"332","July-29-2023","Italy","Sweden","Lisa Boattin","17","LB","26-087","90","0","0","0","0","1","0","0","0","66","3","2","2","0.1","0.1","0.0","0","0","32","51","62.7","4","26","2","7","4"
"333","July-29-2023","Italy","Sweden","Cecilia Salvai","23","CB","29-239","90","0","0","0","0","0","0","0","0","91","5","4","2","0.0","0.0","0.0","1","0","57","77","74.0","6","52","0","2","2"
"334","July-29-2023","Italy","Sweden","Elena Linari","5","CB","29-105","90","0","0","0","0","0","0","0","0","55","3","3","1","0.0","0.0","0.0","0","0","40","42","95.2","1","29","0","0","0"
"335","July-29-2023","Italy","Sweden","Lucia Di Guglielmo","4","RB","26-033","58","0","0","0","0","1","0","0","0","49","1","2","2","0.1","0.1","0.0","0","0","33","41","80.5","2","21","1","0","0"
"336","July-29-2023","Italy","Sweden","Martina Lenzini","19","RB","25-006","32","0","0","0","0","0","0","0","0","28","0","1","0","0.0","0.0","0.0","0","0","19","25","76.0","0","10","0","0","0"
"337","July-29-2023","Italy","Sweden","Francesca Durante","22","GK","26-167","90","0","0","0","0","0","0","0","0","46","1","0","0","0.0","0.0","0.0","0","0","42","45","93.3","0","31","0","0","0"
"338","August-2-2023","Argentina","Sweden","Mariana Larroquette","19","FW","30-282","78","0","0","0","0","2","0","0","0","39","2","1","1","0.0","0.0","0.0","0","0","16","23","69.6","0","27","0","2","2"
"339","August-2-2023","Argentina","Sweden","Érica Lonigro","21","FW","29-027","12","0","0","0","0","2","1","0","0","10","0","0","1","0.3","0.3","0.0","0","0","5","7","71.4","0","5","0","0","0"
"340","August-2-2023","Argentina","Sweden","Florencia Bonsegundo","15","LM","30-019","39","0","0","0","0","0","0","0","0","18","0","2","2","0.0","0.0","0.0","1","0","4","9","44.4","0","10","0","2","1"
"341","August-2-2023","Argentina","Sweden","Daiana Falfán","8","CM","22-292","39","0","0","0","0","0","0","0","0","18","0","0","1","0.0","0.0","0.0","0","0","8","14","57.1","2","8","0","0","0"
"342","August-2-2023","Argentina","Sweden","Yamila Rodríguez","11","CM","25-190","12","0","0","0","0","0","0","0","0","7","0","0","0","0.0","0.0","0.0","0","0","1","5","20.0","0","7","1","0","0"
"343","August-2-2023","Argentina","Sweden","Estefanía Banini","22","LM,CM","33-042","90","0","0","0","0","2","1","0","0","48","1","1","0","0.1","0.1","0.0","0","0","25","35","71.4","2","38","5","5","2"
"344","August-2-2023","Argentina","Sweden","Camila Gómez Ares","17","CM","28-280","70","0","0","0","0","0","0","1","0","34","5","0","2","0.0","0.0","0.0","1","0","17","22","77.3","2","18","0","3","3"
"345","August-2-2023","Argentina","Sweden","Dalila Ippólito","10","CM","21-131","20","0","0","0","0","0","0","0","0","10","1","0","1","0.0","0.0","0.0","1","0","5","6","83.3","2","6","0","0","0"
"346","August-2-2023","Argentina","Sweden","Romina Núñez","7","RM","29-213","90","0","0","0","0","0","0","0","0","39","2","1","1","0.0","0.0","0.0","4","0","17","27","63.0","0","18","0","1","0"
"347","August-2-2023","Argentina","Sweden","Sophia Braun","13","DM","23-037","90","0","0","0","0","0","0","0","0","47","0","2","2","0.0","0.0","0.0","0","0","24","38","63.2","2","24","0","0","0"
"348","August-2-2023","Argentina","Sweden","Eliana Stábile","3","LB","29-249","90","0","0","0","0","0","0","0","0","54","3","0","0","0.0","0.0","0.0","2","0","28","46","60.9","1","18","0","1","0"
"349","August-2-2023","Argentina","Sweden","Aldana Cometti","6","CB","27-152","90","0","0","0","0","0","0","0","0","49","3","2","2","0.0","0.0","0.0","1","0","27","36","75.0","1","25","0","0","0"
"350","August-2-2023","Argentina","Sweden","Adriana Sachs","2","CB","29-220","90","0","0","0","0","0","0","0","0","21","3","1","1","0.0","0.0","0.0","0","0","8","15","53.3","0","8","0","0","0"
"351","August-2-2023","Argentina","Sweden","Julieta Cruz","4","RB","27-059","70","0","0","0","0","0","0","0","0","48","2","2","3","0.0","0.0","0.0","0","0","25","38","65.8","4","13","3","1","1"
"352","August-2-2023","Argentina","Sweden","Gabriela Chávez","18","RB","34-115","20","0","0","0","0","0","0","0","0","10","1","2","0","0.0","0.0","0.0","0","0","5","6","83.3","0","2","0","0","0"
"353","August-2-2023","Argentina","Sweden","Vanina Correa","1","GK","39-353","90","0","0","0","0","0","0","0","0","19","0","0","0","0.0","0.0","0.0","0","0","13","18","72.2","0","5","0","0","0"
"354","August-2-2023","Sweden","Argentina","Rebecka Blomqvist","15","FW","26-009","90","1","0","0","0","1","1","0","0","23","0","0","1","0.8","0.8","0.0","2","1","12","16","75.0","2","16","0","1","0"
"355","August-2-2023","Sweden","Argentina","Olivia Schough","22","LW","32-144","61","0","0","0","0","2","1","1","0","28","0","1","1","0.2","0.2","0.0","0","0","7","20","35.0","1","11","0","3","2"
"356","August-2-2023","Sweden","Argentina","Lina Hurtig","8","LW","27-331","29","0","0","0","0","0","0","0","0","12","2","0","0","0.0","0.0","0.0","0","0","5","10","50.0","1","7","0","0","0"
"357","August-2-2023","Sweden","Argentina","Sofia Jakobsson","10","RW","33-101","75","0","1","0","0","0","0","0","0","41","3","1","4","0.0","0.0","1.0","3","1","16","22","72.7","4","24","3","3","1"
"358","August-2-2023","Sweden","Argentina","Johanna Rytting Kaneryd","19","RW","26-171","15","0","0","0","0","0","0","0","0","8","0","0","2","0.0","0.0","0.0","0","0","3","4","75.0","0","5","1","4","2"
"359","August-2-2023","Sweden","Argentina","Madelen Janogy","7","AM","27-263","89","0","0","0","0","0","0","0","0","36","1","1","1","0.0","0.0","0.0","1","0","11","20","55.0","4","29","2","10","8"
"360","August-2-2023","Sweden","Argentina","Stina Blackstenius","11","AM","27-178","1","0","0","0","0","0","0","0","0","1","0","0","0","0.0","0.0","0.0","0","0","0","1","0.0","0","1","0","0","0"
"361","August-2-2023","Sweden","Argentina","Caroline Seger","17","DM","38-136","45","0","0","0","0","0","0","0","0","26","0","1","1","0.0","0.0","0.0","1","0","18","20","90.0","3","13","0","0","0"
"362","August-2-2023","Sweden","Argentina","Elin Rubensson","23","DM","30-083","45","1","0","1","1","0","0","0","0","42","0","0","0","0.8","0.0","0.0","1","1","28","36","77.8","5","23","0","1","0"
"363","August-2-2023","Sweden","Argentina","Hanna Bennison","20","DM","20-290","90","0","0","0","0","1","0","0","0","47","1","1","1","0.1","0.1","0.0","1","1","26","38","68.4","5","30","2","1","1"
"364","August-2-2023","Sweden","Argentina","Anna Sandberg","5","LB","20-071","90","0","0","0","0","1","0","0","0","80","3","3","0","0.0","0.0","0.0","0","0","45","62","72.6","5","38","2","6","2"
"365","August-2-2023","Sweden","Argentina","Magdalena Eriksson","6","CB","29-328","90","0","0","0","0","1","0","0","0","78","0","1","0","0.0","0.0","0.0","1","0","68","75","90.7","18","53","0","0","0"
"366","August-2-2023","Sweden","Argentina","Amanda Ilestedt","13","CB","30-197","61","0","0","0","0","0","0","0","0","64","1","0","0","0.0","0.0","0.0","0","0","54","61","88.5","6","52","1","0","0"
"367","August-2-2023","Sweden","Argentina","Linda Sembrant","3","CB","36-079","29","0","0","0","0","0","0","0","0","23","2","2","0","0.0","0.0","0.0","0","0","18","19","94.7","5","14","1","0","0"
"368","August-2-2023","Sweden","Argentina","Stina Lennartsson","4","RB","26-120","90","0","0","0","0","0","0","0","0","61","3","0","2","0.0","0.0","0.0","0","0","42","55","76.4","5","27","0","1","1"
"369","August-2-2023","Sweden","Argentina","Jennifer Falk","12","GK","30-098","90","0","0","0","0","0","0","0","0","27","0","0","0","0.0","0.0","0.0","0","0","16","26","61.5","0","16","0","0","0"
"370","August-11-2023","Japan","Sweden","Mina Tanaka","11","FW","29-105","51","0","0","0","0","0","0","0","0","18","1","2","1","0.0","0.0","0.0","0","0","4","8","50.0","1","16","0","2","0"
"371","August-11-2023","Japan","Sweden","Riko Ueki","9","FW","24-012","39","0","0","0","1","1","1","1","0","18","1","0","1","0.9","0.1","0.1","3","0","8","10","80.0","2","9","2","2","1"
"372","August-11-2023","Japan","Sweden","Hinata Miyazawa","7","LW","23-256","80","0","0","0","0","0","0","0","0","38","3","1","1","0.0","0.0","0.0","1","0","16","26","61.5","4","30","0","1","0"
"373","August-11-2023","Japan","Sweden","Kiko Seike","17","LW","27-003","10","0","0","0","0","1","0","0","0","21","4","0","0","0.0","0.0","0.0","1","0","6","11","54.5","1","11","1","2","0"
"374","August-11-2023","Japan","Sweden","Aoba Fujino","15","RW","19-196","90","0","0","0","0","4","1","0","0","60","1","3","1","0.3","0.3","0.1","4","0","33","41","80.5","5","35","2","2","0"
"375","August-11-2023","Japan","Sweden","Hina Sugita","6","LM","26-192","45","0","0","0","0","0","0","0","0","28","2","2","0","0.0","0.0","0.0","0","0","17","23","73.9","0","13","0","0","0"
"376","August-11-2023","Japan","Sweden","Jun Endō","13","LM","23-079","45","0","0","0","0","0","0","0","0","42","3","1","1","0.0","0.0","0.0","4","1","26","35","74.3","3","24","1","2","1"
"377","August-11-2023","Japan","Sweden","Yui Hasegawa","14","CM","26-194","90","0","0","0","0","2","0","0","0","85","0","3","2","0.1","0.1","0.1","3","1","53","75","70.7","8","51","1","5","4"
"378","August-11-2023","Japan","Sweden","Fūka Nagano","10","CM","24-155","80","0","0","0","0","0","0","0","0","47","0","0","3","0.0","0.0","0.1","2","0","34","37","91.9","4","27","0","1","0"
"379","August-11-2023","Japan","Sweden","Honoka Hayashi","16","CM","25-084","10","1","0","0","0","1","1","0","0","16","0","1","0","0.5","0.5","0.0","0","0","11","12","91.7","0","6","0","0","0"
"380","August-11-2023","Japan","Sweden","Risa Shimizu","2","RM","27-057","90","0","0","0","0","0","0","0","0","77","3","0","0","0.0","0.0","0.0","2","0","49","69","71.0","5","40","3","3","1"
"381","August-11-2023","Japan","Sweden","Moeka Minami","3","CB","24-247","90","0","0","0","0","0","0","0","0","60","1","1","0","0.0","0.0","0.0","1","0","45","55","81.8","7","38","0","1","0"
"382","August-11-2023","Japan","Sweden","Saki Kumagai","4","CB","32-298","90","0","0","0","0","0","0","0","0","52","0","0","2","0.0","0.0","0.0","0","0","41","44","93.2","2","29","0","0","0"
"383","August-11-2023","Japan","Sweden","Hana Takahashi","12","CB","23-173","89","0","0","0","0","0","0","0","0","69","0","0","1","0.0","0.0","0.0","1","0","54","58","93.1","5","41","0","0","0"
"384","August-11-2023","Japan","Sweden","Maika Hamano","20","CB","19-094","1","0","0","0","0","1","0","0","0","9","0","0","0","0.0","0.0","0.0","0","0","7","8","87.5","0","5","0","0","0"
"385","August-11-2023","Japan","Sweden","Ayaka Yamashita","1","GK","27-316","90","0","0","0","0","0","0","0","0","35","0","0","0","0.0","0.0","0.0","0","0","29","32","90.6","0","16","0","0","0"
"386","August-11-2023","Sweden","Japan","Stina Blackstenius","11","FW","27-187","90","0","0","0","0","1","0","0","0","22","0","0","0","0.3","0.3","0.0","2","0","10","14","71.4","1","16","1","2","1"
"387","August-11-2023","Sweden","Japan","Fridolina Rolfö","18","LW","29-260","72","0","0","0","0","0","0","0","0","29","0","0","2","0.0","0.0","0.1","4","0","22","24","91.7","3","18","0","0","0"
"388","August-11-2023","Sweden","Japan","Lina Hurtig","8","LW","27-340","18","0","0","0","0","1","0","0","0","12","1","2","0","0.0","0.0","0.0","0","0","2","4","50.0","0","6","0","0","0"
"389","August-11-2023","Sweden","Japan","Johanna Rytting Kaneryd","19","RW","26-180","83","0","0","0","0","2","1","0","0","50","3","2","2","0.1","0.1","0.0","3","1","24","32","75.0","2","30","2","5","0"
"390","August-11-2023","Sweden","Japan","Sofia Jakobsson","10","RW","33-110","7","0","0","0","0","0","0","0","0","9","3","0","0","0.0","0.0","0.0","0","0","0","3","0.0","0","4","0","1","0"
"391","August-11-2023","Sweden","Japan","Kosovare Asllani","9","AM","34-013","71","0","0","0","0","1","1","0","0","42","2","0","1","0.0","0.0","0.0","3","0","21","27","77.8","5","25","1","1","1"
"392","August-11-2023","Sweden","Japan","Madelen Janogy","7","AM","27-272","19","0","0","0","0","0","0","0","0","9","0","0","0","0.0","0.0","0.0","1","0","4","5","80.0","0","6","0","0","0"
"393","August-11-2023","Sweden","Japan","Elin Rubensson","23","DM","30-092","83","0","0","0","0","0","0","0","0","54","1","0","2","0.0","0.0","0.1","1","0","38","43","88.4","6","35","0","1","1"
"394","August-11-2023","Sweden","Japan","Hanna Bennison","20","DM","20-299","7","0","0","0","0","0","0","0","0","4","0","0","1","0.0","0.0","0.0","0","0","0","2","0.0","0","1","0","0","0"
"395","August-11-2023","Sweden","Japan","Filippa Angeldahl","16","DM","26-028","90","1","0","1","1","2","2","0","0","78","2","0","2","0.8","0.0","0.0","1","0","48","65","73.8","9","45","0","2","1"
"396","August-11-2023","Sweden","Japan","Jonna Andersson","2","LB","30-221","90","0","0","0","0","0","0","0","0","62","2","1","2","0.0","0.0","0.0","1","0","40","54","74.1","2","24","0","0","0"
"397","August-11-2023","Sweden","Japan","Magdalena Eriksson","6","CB","29-337","90","0","0","0","0","4","0","0","0","93","0","0","0","0.5","0.5","0.0","3","1","68","80","85.0","2","62","1","0","0"
"398","August-11-2023","Sweden","Japan","Amanda Ilestedt","13","CB","30-206","90","1","0","0","0","1","1","0","0","94","2","4","1","0.4","0.4","0.0","1","0","67","73","91.8","6","68","0","0","0"
"399","August-11-2023","Sweden","Japan","Nathalie Björn","14","RB","26-099","90","0","0","0","0","2","0","0","0","101","4","2","0","0.1","0.1","0.2","4","0","72","90","80.0","5","45","1","0","0"
"400","August-11-2023","Sweden","Japan","Zećira Mušović","1","GK","27-077","90","0","0","0","0","0","0","0","0","24","0","0","0","0.0","0.0","0.0","0","0","15","20","75.0","0","12","0","0","0"
"401","August-15-2023","Spain","Sweden","Jennifer Hermoso","10","FW,LM","33-098","90","0","0","0","0","0","0","0","0","45","0","0","0","0.0","0.0","0.6","6","0","26","39","66.7","3","30","1","1","0"
"402","August-15-2023","Spain","Sweden","Mariona Caldentey","8","LW","27-149","89","0","0","0","0","2","0","0","0","79","3","1","1","0.4","0.4","0.1","4","0","48","63","76.2","7","54","1","6","2"
"403","August-15-2023","Spain","Sweden","Esther González","9","LW","30-250","1","0","0","0","0","0","0","0","0","1","0","0","0","0.0","0.0","0.0","0","0","1","1","100.0","0","1","0","0","0"
"404","August-15-2023","Spain","Sweden","Alba Redondo","17","RW","26-353","72","0","0","0","0","3","0","0","0","41","0","0","0","0.9","0.9","0.1","2","0","16","32","50.0","0","27","2","0","0"
"405","August-15-2023","Spain","Sweden","Eva Navarro","15","RW","22-200","18","0","0","0","0","0","0","0","0","6","0","1","0","0.0","0.0","0.0","0","0","4","4","100.0","0","5","0","1","0"
"406","August-15-2023","Spain","Sweden","Alexia Putellas","11","LM","29-192","56","0","0","0","0","0","0","0","0","29","1","0","0","0.0","0.0","0.0","0","0","15","22","68.2","2","17","1","1","1"
"407","August-15-2023","Spain","Sweden","Salma Paralluelo","18","FW","19-275","34","1","0","0","0","4","1","0","0","20","0","0","0","0.2","0.2","0.6","3","0","8","10","80.0","2","13","4","0","0"
"408","August-15-2023","Spain","Sweden","Teresa Abelleira","3","CM","23-218","90","0","1","0","0","0","0","0","0","74","4","2","2","0.0","0.0","0.0","4","1","48","62","77.4","6","49","1","2","2"
"409","August-15-2023","Spain","Sweden","Aitana Bonmatí","6","RM","25-209","90","0","0","0","0","1","0","0","0","45","0","0","0","0.0","0.0","0.0","2","1","30","39","76.9","5","33","3","1","1"
"410","August-15-2023","Spain","Sweden","Olga Carmona","19","LB","23-064","90","1","0","0","0","3","1","0","0","74","1","3","2","0.1","0.1","0.0","1","1","49","61","80.3","5","46","2","2","1"
"411","August-15-2023","Spain","Sweden","Laia Codina","14","CB","23-205","90","0","0","0","0","0","0","0","0","78","2","0","0","0.0","0.0","0.0","0","0","65","74","87.8","3","49","0","0","0"
